,languages,language_type,label 
695,This theory is too difficult for me to comprehend.,english,0
696,"To my surprise, she could not answer the question.",english,0
697,What number should I call in case of an emergency?,english,0
698,I advise you not to borrow money from your friends.,english,0
699,I don't like the polluted atmosphere of big cities.,english,0
700,I go to the office by bicycle except on rainy days.,english,0
701,I had hardly reached the school when the bell rang.,english,0
702,I want to clean the house before my parents return.,english,0
703,I was kept waiting for a long time at the hospital.,english,0
704,India was governed by Great Britain for many years.,english,0
705,International trade is vital for healthy economies.,english,0
706,It is said that he is the richest man in the world.,english,0
707,It's already eleven o'clock. I must be leaving now.,english,0
708,"The bat was stolen yesterday, along with the balls.",english,0
709,The people of London are very proud of this bridge.,english,0
710,This is the house where I lived when I was a child.,english,0
711,We are responsible for your protection from now on.,english,0
712,We arrived at the station as the train was leaving.,english,0
713,We must not speak ill of others behind their backs.,english,0
714,We will have to take off our shoes before going in.,english,0
715,"When he arrives in Tokyo, I'll call you right away.",english,0
716,Why do you talk about him as if he were an old man?,english,0
717,"After some hesitation, he laid the book on the desk.",english,0
718,I will get through with my homework before he comes.,english,0
719,I will never forget your kindness so long as I live.,english,0
720,Look carefully. I'm going to show you how it's done.,english,0
721,A selfish man thinks of nothing but his own feelings.,english,0
722,A selfish man thinks of nothing but his own feelings.,english,0
723,All the flowers in the garden died for lack of water.,english,0
724,I ran into an old friend of mine outside the station.,english,0
725,I spent hours looking for the key that I had dropped.,english,0
726,I want this photograph developed as soon as possible.,english,0
727,I'll arrange for someone to pick you up at your home.,english,0
728,It is dangerous to ride a motorbike without a helmet.,english,0
729,It may not be necessary for us to go to that meeting.,english,0
730,It would be better for you not to ask him for advice.,english,0
731,My hands are dirty. I have been repairing my bicycle.,english,0
732,She gave me a large room while I stayed at her house.,english,0
733,The government started a program to promote industry.,english,0
734,The majority of the committee voted against the bill.,english,0
735,The other day her mother passed away in the hospital.,english,0
736,The population of China is larger than that of India.,english,0
737,The speed of the spread of AIDS is horrifyingly fast.,english,0
738,"When you can't do what you want, you do what you can.",english,0
739,French is spoken in France and in some parts of Italy.,english,0
740,"I got up early, so that I could catch the first train.",english,0
741,I was caught in a shower and was drenched to the skin.,english,0
742,In Japan there aren't any lakes bigger than Lake Biwa.,english,0
743,"In case I can't come, I'll give you a call beforehand.",english,0
744,Make sure to turn off all the lights before going out.,english,0
745,"Maybe I am unhappy, but I don't intend to kill myself.",english,0
746,"Seen from the sky, the river looked like a huge snake.",english,0
747,The king ordered that the prisoner should be set free.,english,0
748,The patient was lying in the bed with his eyes closed.,english,0
749,The police arrested the man who had murdered the girl.,english,0
750,We are supposed to take off our shoes at the entrance.,english,0
751,We communicate with each other by telephone every day.,english,0
752,We have decided on leaving this town tomorrow morning.,english,0
753,"With a little more patience, you would have succeeded.",english,0
754,You had better chain up the dog so that he won't bite.,english,0
755,You should not speak ill of others behind their backs.,english,0
756,You'll have to work hard if you want to pass the exam.,english,0
757,A committee has been set up to investigate the problem.,english,0
758,"According to TV news, there was a plane crash in India.",english,0
759,"As the saying goes, ""Nothing ventured, nothing gained.""",english,0
760,Can you tell the difference between these two pictures?,english,0
761,Don't be afraid to make mistakes when speaking English.,english,0
762,I can't swallow these tablets without a drink of water.,english,0
763,In order to stay awake I may have to drink more coffee.,english,0
764,The Taj Mahal is one of the seven wonders of the world.,english,0
765,The number of fish caught in this river was very small.,english,0
766,The voyage from England to India used to take 6 months.,english,0
767,There is no point in studying if you are feeling tired.,english,0
768,They obtained a yield of 8 percent on their investment.,english,0
